Maturity,Category,Title,Description,FRED Series ID
60y,spot_rate,60-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 60-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 60 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB60YR
60.5y,spot_rate,60.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 60.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 60.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB60Y6M
61y,spot_rate,61-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 61-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 61 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB61YR
61.5y,spot_rate,61.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 61.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 61.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB61Y6M
62y,spot_rate,62-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 62-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 62 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB62YR
62.5y,spot_rate,62.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 62.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 62.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB62Y6M
63y,spot_rate,63-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 63-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 63 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB63YR
63.5y,spot_rate,63.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 63.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 63.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB63Y6M
64y,spot_rate,64-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 64-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 64 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB64YR
64.5y,spot_rate,64.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 64.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 64.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB64Y6M
65y,spot_rate,65-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 65-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 65 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB65YR
65.5y,spot_rate,65.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 65.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 65.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB65Y6M
66y,spot_rate,66-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 66-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 66 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB66YR
66.5y,spot_rate,66.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 66.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 66.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB66Y6M
67y,spot_rate,67-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 67-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 67 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB67YR
67.5y,spot_rate,67.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 67.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 67.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB67Y6M
68y,spot_rate,68-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 68-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 68 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB68YR
68.5y,spot_rate,68.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 68.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 68.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB68Y6M
69y,spot_rate,69-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 69-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 69 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB69YR
69.5y,spot_rate,69.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 69.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 69.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB69Y6M
70y,spot_rate,70-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 70-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 70 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB70YR
70.5y,spot_rate,70.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 70.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 70.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB70Y6M
71y,spot_rate,71-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 71-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 71 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB71YR
71.5y,spot_rate,71.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 71.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 71.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB71Y6M
72y,spot_rate,72-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 72-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 72 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB72YR
72.5y,spot_rate,72.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 72.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 72.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB72Y6M
73y,spot_rate,73-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 73-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 73 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB73YR
73.5y,spot_rate,73.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 73.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 73.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB73Y6M
74y,spot_rate,74-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 74-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 74 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB74YR
74.5y,spot_rate,74.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 74.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 74.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB74Y6M
75y,spot_rate,75-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 75-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 75 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB75YR
75.5y,spot_rate,75.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 75.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 75.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB75Y6M
76y,spot_rate,76-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 76-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 76 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB76YR
76.5y,spot_rate,76.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 76.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 76.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB76Y6M
77y,spot_rate,77-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 77-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 77 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB77YR
77.5y,spot_rate,77.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 77.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 77.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB77Y6M
78y,spot_rate,78-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 78-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 78 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB78YR
78.5y,spot_rate,78.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 78.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 78.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB78Y6M
79y,spot_rate,79-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 79-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 79 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB79YR
79.5y,spot_rate,79.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 79.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 79.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB79Y6M
80y,spot_rate,80-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 80-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 80 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB80YR
80.5y,spot_rate,80.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 80.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 80.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB80Y6M
81y,spot_rate,81-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 81-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 81 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB81YR
81.5y,spot_rate,81.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 81.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 81.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB81Y6M
82y,spot_rate,82-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 82-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 82 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB82YR
82.5y,spot_rate,82.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 82.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 82.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB82Y6M
83y,spot_rate,83-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 83-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 83 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB83YR
83.5y,spot_rate,83.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 83.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 83.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB83Y6M
84y,spot_rate,84-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 84-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 84 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB84YR
84.5y,spot_rate,84.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 84.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 84.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB84Y6M
85y,spot_rate,85-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 85-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 85 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB85YR
85.5y,spot_rate,85.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 85.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 85.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB85Y6M
86y,spot_rate,86-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 86-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 86 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB86YR
86.5y,spot_rate,86.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 86.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 86.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB86Y6M
87y,spot_rate,87-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 87-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 87 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB87YR
87.5y,spot_rate,87.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 87.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 87.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB87Y6M
88y,spot_rate,88-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 88-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 88 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB88YR
88.5y,spot_rate,88.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 88.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 88.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB88Y6M
89y,spot_rate,89-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 89-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 89 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB89YR
89.5y,spot_rate,89.5-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for 89.5-Year High Quality Market (HQM) Corporate Bond Spot Rate is defined as the yield on a bond that gives a single payment after 89.5 year. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.",HQMCB89Y6M
