Type,Units,Frequency,Asset Class,Category,Area,Grade,FRED Series ID,Title,Description
yield_to_worst,percent,daily,bonds,usd,ex_g10,non_financial,BAMLEMNFNFLCRPIUSSYTW,ICE BofA Non-Financial US Emerging Markets Liquid Corporate Plus Index Semi-Annual Yield to Worst,"This data represents the semi-annual yield to worst of the ICE BofA Non-Financial US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which excludes all Financial securities as well as the debt of corporate issuers designated as government owned or controlled by ICE BofA emerging markets credit research. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

Yield to worst is the lowest potential yield that a bond can generate without the issuer defaulting. The standard US convention for this series is to use semi-annual coupon payments, whereas the standard in the foreign markets is to use coupon payments with frequencies of annual, semi-annual, quarterly, and monthly.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
total_return,index,daily,bonds,usd,ex_g10,public_sector,BAMLEMPUPUBSLCRPIUSTRIV,ICE BofA Public Sector Issuers US Emerging Markets Liquid Corporate Plus Index Total Return Index Value,"The ICE BofA Public Sector US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes all quasi-government securities as well as the debt of corporate issuers designated as government owned or controlled by ICE BofA emerging markets credit research. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission.
"
yield,percent,daily,bonds,usd,ex_g10,public_sector,BAMLEMPUPUBSLCRPIUSEY,ICE BofA Public Sector Issuers US Emerging Markets Liquid Corporate Plus Index Effective Yield,"This data represents the effective yield of the ICE BofA Public Sector US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes all quasi-government securities as well as the debt of corporate issuers designated as government owned or controlled by ICE BofA emerging markets credit research. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
spread,percent,daily,bonds,usd,ex_g10,public_sector,BAMLEMPUPUBSLCRPIUSOAS,ICE BofA Public Sector Issuers US Emerging Markets Liquid Corporate Plus Index Option-Adjusted Spread,"This data represents the Option-Adjusted Spread (OAS) for the ICE BofA Public Sector US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes all quasi-government securities as well as the debt of corporate issuers designated as government owned or controlled by ICE BofA emerging markets credit research. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index.

The ICE BofA OASs are the calculated spreads between a computed OAS index of all bonds in a given rating category and a spot Treasury curve. An OAS index is constructed using each constituent bond's OAS, weighted by market capitalization. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
yield_to_worst,percent,daily,bonds,usd,ex_g10,public_sector,BAMLEMPUPUBSLCRPIUSSYTW,ICE BofA Public Sector Issuers US Emerging Markets Liquid Corporate Plus Index Semi-Annual Yield to Worst,"This data represents the semi-annual yield to worst of the ICE BofA Public Sector US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes all quasi-government securities as well as the debt of corporate issuers designated as government owned or controlled by ICE BofA emerging markets credit research. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

Yield to worst is the lowest potential yield that a bond can generate without the issuer defaulting. The standard US convention for this series is to use semi-annual coupon payments, whereas the standard in the foreign markets is to use coupon payments with frequencies of annual, semi-annual, quarterly, and monthly.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
total_return,index,daily,bonds,all,emea,non_sovereign,BAMLEMRECRPIEMEATRIV,ICE BofA EMEA Emerging Markets Corporate Plus Index Total Return Index Value,"The ICE BofA Europe, the Middle East, and Africa (EMEA) Emerging Markets Corporate Plus Index is a subset of the ICE BofA Emerging Markets Corporate Plus Index, which includes only securities issued by countries associated with the region of Europe, the Middle East and Africa, also including Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
yield,percent,daily,bonds,all,emea,non_sovereign,BAMLEMRECRPIEMEAEY,ICE BofA EMEA Emerging Markets Corporate Plus Index Effective Yield,"This data represents the effective yield of the ICE BofA Europe, the Middle East, and Africa (EMEA) Emerging Markets Corporate Plus Index is a subset of the ICE BofA Emerging Markets Corporate Plus Index, which includes only securities issued by countries associated with the region of Europe, the Middle East and Africa, also including Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission.
"
spread,percent,daily,bonds,all,emea,non_sovereign,BAMLEMRECRPIEMEAOAS,ICE BofA EMEA Emerging Markets Corporate Plus Index Option-Adjusted Spread,"This data represents the Option-Adjusted Spread (OAS) for the ICE BofA Europe, the Middle East, and Africa (EMEA) Emerging Markets Corporate Plus Index is a subset of the ICE BofA Emerging Markets Corporate Plus Index, which includes only securities issued by countries associated with the region of Europe, the Middle East and Africa, also including Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Corporate Plus Index.

The ICE BofA OASs are the calculated spreads between a computed OAS index of all bonds in a given rating category and a spot Treasury curve. An OAS index is constructed using each constituent bond's OAS, weighted by market capitalization. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
yield_to_worst,percent,daily,bonds,all,emea,non_sovereign,BAMLEMRECRPIEMEASYTW,ICE BofA EMEA Emerging Markets Corporate Plus Index Semi-Annual Yield to Worst,"This data represents the semi-annual yield to worst of the ICE BofA Europe, the Middle East, and Africa (EMEA) Emerging Markets Corporate Plus Index is a subset of the ICE BofA Emerging Markets Corporate Plus Index, which includes only securities issued by countries associated with the region of Europe, the Middle East and Africa, also including Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

Yield to worst is the lowest potential yield that a bond can generate without the issuer defaulting. The standard US convention for this series is to use semi-annual coupon payments, whereas the standard in the foreign markets is to use coupon payments with frequencies of annual, semi-annual, quarterly, and monthly.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
total_return,index,daily,bonds,usd,emea,non_sovereign,BAMLEMELLCRPIEMEAUSTRIV,ICE BofA EMEA US Emerging Markets Liquid Corporate Plus Index Total Return Index Value,"The ICE BofA Europe, the Middle East, and Africa (EMEA) US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes only securities issued by countries associated with the region of Europe, the Middle East and Africa, also including Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
yield,percent,daily,bonds,usd,emea,non_sovereign,BAMLEMELLCRPIEMEAUSEY,ICE BofA EMEA US Emerging Markets Liquid Corporate Plus Index Effective Yield,"This data represents the effective yield of the ICE BofA Europe, the Middle East, and Africa (EMEA) US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes only securities issued by countries associated with the region of Europe, the Middle East and Africa, also including Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission.
"
spread,percent,daily,bonds,usd,emea,non_sovereign,BAMLEMELLCRPIEMEAUSOAS,ICE BofA EMEA US Emerging Markets Liquid Corporate Plus Index Option-Adjusted Spread,"This data represents the Option-Adjusted Spread (OAS) for the ICE BofA Europe, the Middle East, and Africa (EMEA) US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes only securities issued by countries associated with the region of Europe, the Middle East and Africa, also including Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index.

The ICE BofA OASs are the calculated spreads between a computed OAS index of all bonds in a given rating category and a spot Treasury curve. An OAS index is constructed using each constituent bond's OAS, weighted by market capitalization. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
yield_to_worst,percent,daily,bonds,usd,emea,non_sovereign,BAMLEMELLCRPIEMEAUSSYTW,ICE BofA EMEA US Emerging Markets Liquid Corporate Plus Index Semi-Annual Yield to Worst,"This data represents the semi-annual yield to worst of the ICE BofA Europe, the Middle East, and Africa (EMEA) US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes only securities issued by countries associated with the region of Europe, the Middle East and Africa, also including Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

Yield to worst is the lowest potential yield that a bond can generate without the issuer defaulting. The standard US convention for this series is to use semi-annual coupon payments, whereas the standard in the foreign markets is to use coupon payments with frequencies of annual, semi-annual, quarterly, and monthly.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
total_return,index,daily,bonds,all,asia,non_sovereign,BAMLEMRACRPIASIATRIV,ICE BofA Asia Emerging Markets Corporate Plus Index Total Return Index Value,"The ICE BofA Asia Emerging Markets Corporate Plus Index is a subset of the ICE BofA Emerging Markets Corporate Plus Index, which includes only securities issued by countries associated with the region of Asia, excluding Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission.
"
yield,percent,daily,bonds,all,asia,non_sovereign,BAMLEMRACRPIASIAEY,ICE BofA Asia Emerging Markets Corporate Plus Index Effective Yield,"This data represents the effective yield of the ICE BofA Asia Emerging Markets Corporate Plus Index is a subset of the ICE BofA Emerging Markets Corporate Plus Index, which includes only securities issued by countries associated with the region of Asia, excluding Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
spread,percent,daily,bonds,all,asia,non_sovereign,BAMLEMRACRPIASIAOAS,ICE BofA Asia Emerging Markets Corporate Plus Index Option-Adjusted Spread,"This data represents the Option-Adjusted Spread (OAS) for the ICE BofA Asia Emerging Markets Corporate Plus Index is a subset of the ICE BofA Emerging Markets Corporate Plus Index, which includes only securities issued by countries associated with the region of Asia, excluding Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Corporate Plus Index.

The ICE BofA OASs are the calculated spreads between a computed OAS index of all bonds in a given rating category and a spot Treasury curve. An OAS index is constructed using each constituent bond's OAS, weighted by market capitalization. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
yield_to_worst,percent,daily,bonds,all,asia,non_sovereign,BAMLEMRACRPIASIASYTW,ICE BofA Asia Emerging Markets Corporate Plus Index Semi-Annual Yield to Worst,"This data represents the semi-annual yield to worst of the ICE BofA Asia Emerging Markets Corporate Plus Index is a subset of the ICE BofA Emerging Markets Corporate Plus Index, which includes only securities issued by countries associated with the region of Asia, excluding Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

Yield to worst is the lowest potential yield that a bond can generate without the issuer defaulting. The standard US convention for this series is to use semi-annual coupon payments, whereas the standard in the foreign markets is to use coupon payments with frequencies of annual, semi-annual, quarterly, and monthly.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
total_return,index,daily,bonds,usd,asia,non_sovereign,BAMLEMALLCRPIASIAUSTRIV,ICE BofA Asia US Emerging Markets Liquid Corporate Plus Index Total Return Index Value,"The ICE BofA Asia US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes only securities issued by countries associated with the region of Asia, excluding Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
yield,percent,daily,bonds,usd,asia,non_sovereign,BAMLEMALLCRPIASIAUSEY,ICE BofA Asia US Emerging Markets Liquid Corporate Plus Index Effective Yield,"This data represents the effective yield of the ICE BofA Asia US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes only securities issued by countries associated with the region of Asia, excluding Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission.
"
spread,percent,daily,bonds,usd,asia,non_sovereign,BAMLEMALLCRPIASIAUSOAS,ICE BofA Asia US Emerging Markets Liquid Corporate Plus Index Option-Adjusted Spread,"This data represents the Option-Adjusted Spread (OAS) for the ICE BofA Asia US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes only securities issued by countries associated with the region of Asia, excluding Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index.

The ICE BofA OASs are the calculated spreads between a computed OAS index of all bonds in a given rating category and a spot Treasury curve. An OAS index is constructed using each constituent bond's OAS, weighted by market capitalization. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
yield_to_worst,percent,daily,bonds,usd,asia,non_sovereign,BAMLEMALLCRPIASIAUSSYTW,ICE BofA Asia US Emerging Markets Liquid Corporate Plus Index Semi-Annual Yield to Worst,"This data represents the semi-annual yield to worst of the ICE BofA Asia US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes only securities issued by countries associated with the region of Asia, excluding Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

Yield to worst is the lowest potential yield that a bond can generate without the issuer defaulting. The standard US convention for this series is to use semi-annual coupon payments, whereas the standard in the foreign markets is to use coupon payments with frequencies of annual, semi-annual, quarterly, and monthly.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
total_return,index,daily,bonds,all,latin_america,non_sovereign,BAMLEMRLCRPILATRIV,ICE BofA Latin America Emerging Markets Corporate Plus Index Total Return Index Value,"The ICE BofA Latin America Emerging Markets Corporate Plus Index is a subset of the ICE BofA Emerging Markets Corporate Plus Index, which includes only securities issued by countries associated with the region of Latin America. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
yield,percent,daily,bonds,all,latin_america,non_sovereign,BAMLEMRLCRPILAEY,ICE BofA Latin America Emerging Markets Corporate Plus Index Effective Yield,"This data represents the effective yield of the ICE BofA Latin America Emerging Markets Corporate Plus Index is a subset of the ICE BofA Emerging Markets Corporate Plus Index, which includes only securities issued by countries associated with the region of Latin America. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
spread,percent,daily,bonds,all,latin_america,non_sovereign,BAMLEMRLCRPILAOAS,ICE BofA Latin America Emerging Markets Corporate Plus Index Option-Adjusted Spread,"This data represents the Option-Adjusted Spread (OAS) for the ICE BofA Latin America Emerging Markets Corporate Plus Index is a subset of the ICE BofA Emerging Markets Corporate Plus Index, which includes only securities issued by countries associated with the region of Latin America. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Corporate Plus Index.

The ICE BofA OASs are the calculated spreads between a computed OAS index of all bonds in a given rating category and a spot Treasury curve. An OAS index is constructed using each constituent bond's OAS, weighted by market capitalization. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
yield_to_worst,percent,daily,bonds,all,latin_america,non_sovereign,BAMLEMRLCRPILASYTW,ICE BofA Latin America Emerging Markets Corporate Plus Index Semi-Annual Yield to Worst,"This data represents the semi-annual yield to worst of the ICE BofA Latin America Emerging Markets Corporate Plus Index is a subset of the ICE BofA Emerging Markets Corporate Plus Index, which includes only securities issued by countries associated with the region of Latin America. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

Yield to worst is the lowest potential yield that a bond can generate without the issuer defaulting. The standard US convention for this series is to use semi-annual coupon payments, whereas the standard in the foreign markets is to use coupon payments with frequencies of annual, semi-annual, quarterly, and monthly.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
total_return,index,daily,bonds,usd,latin_america,non_sovereign,BAMLEMLLLCRPILAUSTRIV,ICE BofA Latin America US Emerging Markets Liquid Corporate Plus Index Total Return Index Value,"The ICE BofA Latin America US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes only securities issued by countries associated with the region of Latin America. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
yield,percent,daily,bonds,usd,latin_america,non_sovereign,BAMLEMLLLCRPILAUSEY,ICE BofA Latin America US Emerging Markets Liquid Corporate Plus Index Effective Yield,"This data represents the effective yield of the ICE BofA Latin America US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes only securities issued by countries associated with the region of Latin America. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
spread,percent,daily,bonds,usd,latin_america,non_sovereign,BAMLEMLLLCRPILAUSOAS,ICE BofA Latin America US Emerging Markets Liquid Corporate Plus Index Option-Adjusted Spread,"This data represents the Option-Adjusted Spread (OAS) for the ICE BofA Latin America US Emerging Markets Liquid Corporate Plus Index is a subset of the ICE BofA Emerging Markets Liquid Corporate Plus Index, which includes only securities issued by countries associated with the region of Latin America. The same inclusion rules apply for this series as those that apply for ICE BofA Emerging Markets Liquid Corporate Plus Index.

The ICE BofA OASs are the calculated spreads between a computed OAS index of all bonds in a given rating category and a spot Treasury curve. An OAS index is constructed using each constituent bond's OAS, weighted by market capitalization. When the last calendar day of the month takes place on the weekend, weekend observations will occur as a result of month ending accrued interest adjustments.

The index data referenced herein is the property of ICE Data Indices, LLC, its affiliates, (""ICE"") and/or its Third Party Suppliers and has been licensed for use by the Federal Reserve Bank of St. Louis. ICE, its affiliates and Third Party Suppliers accept no liability in connection with its use.

Copyright, 2017, ICE Benchmark Administration. Reprinted with permission."
